student_id,entrance_rank,category,preferred_branch,preferred_state,annual_budget_lakhs,hostel_needed,college_id,college_name,tier,branch_id,branch_code,closing_rank,tuition_fee,avg_placement_lpa,admitted
9054,4986,General,ME,Uttarakhand,5.34,1,115,Apex Chandigarh College of Engineering,Tier 3,6,ME,11799,3.2,5.46,1
9055,22528,OBC,AI_DS,Karnataka,5.32,0,66,Horizon Lucknow University of Engineering,Tier 3,2,AI_DS,24105,2.73,5.76,1
9056,43140,General,CHE,Gujarat,4.25,0,10,NIT Trichy,Tier 1,8,CHE,235,1.8,17.5,0
9057,2331,General,CSE,Uttar Pradesh,4.77,1,7,IIT Guwahati,Tier 1,1,CSE,296,2.2,19.5,0
9058,13615,OBC,AERO,Kerala,5.89,0,54,Apex Kochi University of Engineering,Tier 3,9,AERO,27779,2.93,6.33,1
9059,24634,General,EEE,Uttar Pradesh,3.28,1,83,Zenith Pune College of Engineering,Tier 2,5,EEE,2595,3.1,10.72,0
9060,2188,General,ME,Punjab,1.42,1,3,IIT Madras,Tier 1,6,ME,245,2.3,24.0,0
9061,7850,EWS,ME,Kerala,1.66,0,5,IIT Kanpur,Tier 1,6,ME,320,2.4,23.0,0
9062,3257,OBC,IT,Uttarakhand,3.15,1,114,Summit Pune College of Engineering,Tier 3,4,IT,31011,1.31,5.67,1
9063,17307,General,AI_DS,Madhya Pradesh,4.04,0,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,2,AI_DS,14356,1.52,7.46,0
9064,4071,General,EEE,Karnataka,4.16,1,70,Apex Chennai Institute of Technology,Tier 2,5,EEE,2784,3.45,7.79,0
9065,86279,SC,BIOTECH,West Bengal,3.6,0,40,Summit Chandigarh University of Engineering,Tier 2,10,BIOTECH,8182,2.73,10.5,0
9066,3559,OBC,IT,Tamil Nadu,5.76,0,52,Summit Chandigarh College of Engineering,Tier 2,4,IT,6345,2.66,9.88,1
9067,35848,General,CSE,Tamil Nadu,4.96,0,76,National Lucknow Polytechnic & Tech Campus,Tier 3,1,CSE,15860,2.01,7.91,0
9068,30134,OBC,EEE,Gujarat,2.69,1,91,Horizon Hyderabad College of Engineering,Tier 3,5,EEE,25629,2.56,6.89,0
9069,22494,SC,ECE,Gujarat,1.75,1,89,Metropolitan Bengaluru University of Engineering,Tier 3,3,ECE,50864,1.76,5.98,1
9070,19488,General,AI_DS,Karnataka,4.86,0,84,Imperial Jaipur University of Engineering,Tier 2,2,AI_DS,3125,3.18,10.79,0
9071,27068,OBC,ECE,Tamil Nadu,1.7,0,1,IIT Bombay,Tier 1,3,ECE,560,2.5,24.5,0
9072,13304,SC,IT,Maharashtra,1.85,0,37,National Ahmedabad College of Engineering,Tier 2,4,IT,10736,3.3,11.15,0
9073,13625,General,CHE,Rajasthan,4.58,1,1,IIT Bombay,Tier 1,8,CHE,255,2.5,24.5,0
9074,6001,OBC,ME,West Bengal,4.31,1,89,Metropolitan Bengaluru University of Engineering,Tier 3,6,ME,22682,1.76,5.98,1
9075,10096,General,CHE,Maharashtra,1.77,0,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,8,CHE,13392,3.22,8.3,0
9076,5871,EWS,IT,Delhi,2.43,0,84,Imperial Jaipur University of Engineering,Tier 2,4,IT,4783,3.18,10.79,0
9077,4955,OBC,AI_DS,Odisha,1.91,0,40,Summit Chandigarh University of Engineering,Tier 2,2,AI_DS,5181,2.73,10.5,0
9078,13842,General,BIOTECH,Assam,1.39,0,48,National Lucknow Institute of Technology,Tier 2,10,BIOTECH,2293,3.18,8.49,0
9079,8055,OBC,IT,Madhya Pradesh,1.5,1,91,Horizon Hyderabad College of Engineering,Tier 3,4,IT,31351,2.56,6.89,1
9080,1368,General,BIOTECH,Telangana,2.5,1,43,Horizon Noida Institute of Technology,Tier 3,10,BIOTECH,11008,3.38,6.44,1
9081,43550,General,AI_DS,West Bengal,1.0,1,63,Horizon Chennai Institute of Technology,Tier 3,2,AI_DS,15082,1.84,7.59,0
9082,4054,SC,IT,Karnataka,3.51,0,128,National Bengaluru University of Engineering,Tier 3,4,IT,56537,3.01,7.82,1
9083,41146,OBC,IT,Assam,3.36,0,77,Zenith Jaipur College of Engineering,Tier 3,4,IT,28701,2.2,5.84,0
9084,3602,General,BIOTECH,Kerala,2.19,0,97,Pioneer Indore Institute of Technology,Tier 3,10,BIOTECH,12839,1.85,4.78,1
9085,24341,General,AERO,Tamil Nadu,5.99,0,70,Apex Chennai Institute of Technology,Tier 2,9,AERO,3008,3.45,7.79,0
9086,7480,EWS,CE,Odisha,2.71,0,3,IIT Madras,Tier 1,7,CE,284,2.3,24.0,0
9087,5717,SC,AI_DS,Madhya Pradesh,5.26,1,63,Horizon Chennai Institute of Technology,Tier 3,2,AI_DS,54228,1.84,7.59,1
9088,23544,SC,AERO,Karnataka,2.8,1,122,Apex Pune College of Engineering,Tier 3,9,AERO,55599,3.05,7.66,1
9089,12222,General,CHE,Uttar Pradesh,2.07,1,53,Horizon Chandigarh Institute of Technology,Tier 2,8,CHE,2373,3.67,11.24,0
9090,18235,OBC,CE,Rajasthan,4.26,1,83,Zenith Pune College of Engineering,Tier 2,7,CE,3974,3.1,10.72,0
9091,11955,SC,BIOTECH,Karnataka,3.37,1,41,Summit Hyderabad Institute of Technology,Tier 3,10,BIOTECH,45119,2.95,4.93,1
9092,26117,General,BIOTECH,Delhi,5.89,0,135,Pioneer Bhubaneswar University of Engineering,Tier 3,10,BIOTECH,12379,2.29,4.84,0
9093,7180,SC,ME,Kerala,4.85,0,78,Apex Indore Institute of Technology,Tier 3,6,ME,38614,2.72,6.21,1
9094,4307,General,CHE,Karnataka,3.96,0,25,Jadavpur University,Tier 2,8,CHE,2741,0.25,15.8,0
9095,1942,ST,IT,Odisha,2.81,1,105,Summit Noida Polytechnic & Tech Campus,Tier 2,4,IT,17164,3.76,10.34,1
9096,8386,SC,BIOTECH,Uttarakhand,2.92,0,12,VNIT Nagpur,Tier 1,10,BIOTECH,836,1.75,13.5,0
9097,20538,EWS,BIOTECH,Maharashtra,4.7,0,93,Metropolitan Indore Institute of Technology,Tier 3,10,BIOTECH,17782,2.21,4.71,0
9098,26310,OBC,IT,Tamil Nadu,3.28,0,33,Imperial Hyderabad University of Engineering,Tier 3,4,IT,30745,3.4,4.87,0
9099,4015,EWS,CSE,Uttarakhand,1.31,0,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,1,CSE,22326,3.19,5.16,1
9100,4501,General,ME,Odisha,2.05,0,16,RV College of Engineering,Tier 2,6,ME,2276,3.2,15.5,0
9101,5970,General,AERO,Uttar Pradesh,3.43,1,13,MNIT Jaipur,Tier 1,9,AERO,294,1.7,14.0,0
9102,2979,General,CE,Odisha,4.91,1,37,National Ahmedabad College of Engineering,Tier 2,7,CE,2257,3.3,11.15,0
9103,18007,ST,CSE,Karnataka,2.45,1,66,Horizon Lucknow University of Engineering,Tier 3,1,CSE,80250,2.73,5.76,1
9104,16979,OBC,AERO,Uttar Pradesh,4.71,1,122,Apex Pune College of Engineering,Tier 3,9,AERO,25103,3.05,7.66,1
9105,2001,OBC,CSE,Madhya Pradesh,3.48,0,87,Global Kochi Institute of Technology,Tier 3,1,CSE,29114,1.62,7.69,1
9106,32009,OBC,CHE,Maharashtra,5.64,1,113,National Jaipur Institute of Technology,Tier 3,8,CHE,23286,3.32,7.49,0
9107,4088,OBC,CHE,Tamil Nadu,3.54,1,45,Global Kochi Polytechnic & Tech Campus,Tier 3,8,CHE,24472,1.72,6.85,1
9108,3303,OBC,ME,Odisha,1.53,0,17,BMS College of Engineering,Tier 2,6,ME,3955,2.9,12.8,1
9109,17271,General,ME,Gujarat,2.13,0,18,College of Engineering Pune,Tier 2,6,ME,2498,1.45,13.2,0
9110,4740,General,CE,Punjab,3.67,0,33,Imperial Hyderabad University of Engineering,Tier 3,7,CE,11640,3.4,4.87,1
9111,2102,OBC,BIOTECH,Rajasthan,3.13,0,81,Apex Chandigarh College of Engineering,Tier 3,10,BIOTECH,21076,1.46,6.36,1
9112,13698,General,AERO,Gujarat,4.96,0,38,Imperial Indore Polytechnic & Tech Campus,Tier 3,9,AERO,14979,1.77,5.55,1
9113,47373,General,ME,Punjab,1.3,1,10,NIT Trichy,Tier 1,6,ME,238,1.8,17.5,0
9114,16453,General,AI_DS,West Bengal,4.49,0,35,Horizon Bhubaneswar University of Engineering,Tier 2,2,AI_DS,2850,4.23,9.31,0
9115,10138,OBC,EEE,Madhya Pradesh,4.16,0,39,Apex Chennai Polytechnic & Tech Campus,Tier 2,5,EEE,4810,4.22,8.14,0
9116,43481,SC,EEE,Delhi,2.58,1,114,Summit Pune College of Engineering,Tier 3,5,EEE,46933,1.31,5.67,1
9117,8870,General,CE,Tamil Nadu,2.02,1,11,NIT Surathkal,Tier 1,7,CE,202,1.85,16.8,0
9118,14744,General,AI_DS,Maharashtra,1.2,1,33,Imperial Hyderabad University of Engineering,Tier 3,2,AI_DS,15517,3.4,4.87,0
9119,2368,EWS,EEE,Rajasthan,2.14,0,21,VIT Vellore,Tier 2,5,EEE,3599,2.45,9.8,1
9120,2935,General,AERO,Tamil Nadu,2.89,1,32,Horizon Pune College of Engineering,Tier 2,9,AERO,2758,3.93,9.18,1
9121,3543,General,AI_DS,Rajasthan,1.69,1,110,Summit Ahmedabad Polytechnic & Tech Campus,Tier 3,2,AI_DS,13887,3.02,5.11,1
9122,1611,EWS,BIOTECH,Uttarakhand,3.16,0,67,Imperial Noida University of Engineering,Tier 3,10,BIOTECH,16038,2.48,7.16,1
9123,9451,OBC,AI_DS,Delhi,4.1,1,80,Vanguard Lucknow Institute of Technology,Tier 3,2,AI_DS,24579,1.36,4.66,1
9124,6171,General,CSE,West Bengal,2.86,1,52,Summit Chandigarh College of Engineering,Tier 2,1,CSE,2829,2.66,9.88,0
9125,8273,General,EEE,Kerala,3.62,0,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,5,EEE,13033,3.19,5.16,1
9126,30698,General,AERO,Madhya Pradesh,1.4,1,38,Imperial Indore Polytechnic & Tech Campus,Tier 3,9,AERO,14979,1.77,5.55,0
9127,1786,General,CE,Uttar Pradesh,2.53,1,88,Vanguard Noida Institute of Technology,Tier 3,7,CE,11520,2.86,7.53,1
9128,4533,General,CSE,Madhya Pradesh,5.44,1,114,Summit Pune College of Engineering,Tier 3,1,CSE,14457,1.31,5.67,1
9129,1143,General,CE,Rajasthan,1.33,1,120,National Bhubaneswar University of Engineering,Tier 3,7,CE,10749,2.04,8.14,1
9130,6646,OBC,CE,Uttar Pradesh,4.22,1,6,IIT Roorkee,Tier 1,7,CE,397,2.25,20.0,0
9131,15004,OBC,CSE,Telangana,3.49,0,117,Imperial Noida University of Engineering,Tier 3,1,CSE,25824,1.66,6.43,1
9132,12213,EWS,IT,Uttar Pradesh,5.75,0,13,MNIT Jaipur,Tier 1,4,IT,471,1.7,14.0,0
9133,19482,General,ECE,West Bengal,4.64,0,125,Summit Kochi University of Engineering,Tier 3,3,ECE,15596,2.87,7.12,0
9134,197,OBC,AI_DS,Uttarakhand,3.92,0,114,Summit Pune College of Engineering,Tier 3,2,AI_DS,28099,1.31,5.67,1
9135,874,SC,EEE,Gujarat,5.94,1,55,Vanguard Chennai University of Engineering,Tier 3,5,EEE,50749,3.23,5.98,1
9136,11436,EWS,CSE,Punjab,4.12,0,104,Summit Jaipur Polytechnic & Tech Campus,Tier 2,1,CSE,4507,3.22,10.0,0
9137,2371,General,EEE,Odisha,2.05,1,16,RV College of Engineering,Tier 2,5,EEE,2602,3.2,15.5,0
9138,7734,General,EEE,Rajasthan,4.41,1,16,RV College of Engineering,Tier 2,5,EEE,2602,3.2,15.5,0
9139,3550,General,ECE,Telangana,5.61,1,7,IIT Guwahati,Tier 1,3,ECE,291,2.2,19.5,0
9140,6882,General,CHE,Gujarat,4.81,1,35,Horizon Bhubaneswar University of Engineering,Tier 2,8,CHE,2721,4.23,9.31,0
9141,5374,OBC,CE,Assam,2.17,0,68,Pioneer Chandigarh Polytechnic & Tech Campus,Tier 2,7,CE,4241,2.92,9.93,0
9142,31653,OBC,CHE,Punjab,4.01,1,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,8,CHE,21124,3.22,8.3,0
9143,37889,EWS,CSE,West Bengal,2.2,0,118,Pioneer Lucknow Institute of Technology,Tier 3,1,CSE,22528,2.5,7.48,0
9144,17083,OBC,EEE,Uttar Pradesh,4.3,1,33,Imperial Hyderabad University of Engineering,Tier 3,5,EEE,26098,3.4,4.87,1
9145,1388,General,CE,Kerala,1.84,0,78,Apex Indore Institute of Technology,Tier 3,7,CE,10200,2.72,6.21,1
9146,21922,General,AI_DS,Madhya Pradesh,1.22,1,112,Global Noida Polytechnic & Tech Campus,Tier 2,2,AI_DS,2869,4.2,9.02,0
9147,15883,SC,IT,Delhi,5.85,0,110,Summit Ahmedabad Polytechnic & Tech Campus,Tier 3,4,IT,57893,3.02,5.11,1
9148,1003,OBC,AI_DS,Gujarat,2.55,0,82,Metropolitan Lucknow College of Engineering,Tier 3,2,AI_DS,26066,1.26,7.21,1
9149,2778,General,CE,Assam,5.47,1,105,Summit Noida Polytechnic & Tech Campus,Tier 2,7,CE,2212,3.76,10.34,0
9150,10444,SC,ECE,West Bengal,3.71,0,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,3,ECE,51457,3.22,8.3,1
9151,10090,General,EEE,Kerala,4.77,1,78,Apex Indore Institute of Technology,Tier 3,5,EEE,13966,2.72,6.21,1
9152,1082,EWS,AERO,Delhi,1.2,0,96,Metropolitan Lucknow College of Engineering,Tier 3,9,AERO,21060,1.39,6.71,1
9153,2052,OBC,ME,Odisha,5.27,0,3,IIT Madras,Tier 1,6,ME,430,2.3,24.0,0
9154,31754,SC,AI_DS,Punjab,3.93,0,44,Summit Hyderabad College of Engineering,Tier 3,2,AI_DS,48611,2.6,8.22,1
9155,17232,SC,EEE,Telangana,2.75,1,9,IIIT Hyderabad,Tier 1,5,EEE,892,3.8,31.0,0
9156,7713,SC,ME,Odisha,5.62,0,92,Apex Ahmedabad University of Engineering,Tier 2,6,ME,8781,2.75,7.72,0
9157,13935,General,AERO,West Bengal,1.28,0,1,IIT Bombay,Tier 1,9,AERO,306,2.5,24.5,0
9158,43082,SC,ECE,Delhi,2.52,1,111,Metropolitan Ahmedabad Polytechnic & Tech Campus,Tier 2,3,ECE,10204,3.41,9.14,0
9159,18231,EWS,EEE,Telangana,4.15,0,3,IIT Madras,Tier 1,5,EEE,412,2.3,24.0,0
9160,4219,OBC,EEE,Karnataka,4.02,0,116,Summit Noida University of Engineering,Tier 2,5,EEE,5024,3.43,9.69,1
9161,9319,General,CE,Rajasthan,3.67,1,127,National Ahmedabad Polytechnic & Tech Campus,Tier 3,7,CE,11243,1.48,6.32,1
9162,7850,ST,CSE,West Bengal,3.28,0,67,Imperial Noida University of Engineering,Tier 3,1,CSE,79089,2.48,7.16,1
9163,5173,SC,ECE,West Bengal,5.5,1,109,Global Ahmedabad Polytechnic & Tech Campus,Tier 3,3,ECE,51808,3.2,5.46,1
9164,7683,General,CE,Maharashtra,4.06,1,90,Global Jaipur University of Engineering,Tier 3,7,CE,10761,1.78,5.27,1
9165,21620,General,CE,Uttarakhand,3.65,1,90,Global Jaipur University of Engineering,Tier 3,7,CE,10761,1.78,5.27,0
9166,19119,General,IT,Maharashtra,5.08,0,33,Imperial Hyderabad University of Engineering,Tier 3,4,IT,16122,3.4,4.87,0
9167,18336,SC,AI_DS,West Bengal,2.81,1,60,Global Bengaluru College of Engineering,Tier 3,2,AI_DS,47426,2.01,8.0,1
9168,9839,OBC,CSE,West Bengal,4.95,1,53,Horizon Chandigarh Institute of Technology,Tier 2,1,CSE,5091,3.67,11.24,0
9169,36113,OBC,EEE,Telangana,4.35,1,108,Global Kochi University of Engineering,Tier 2,5,EEE,5243,3.1,11.5,0
9170,2061,OBC,AERO,Telangana,1.9,0,104,Summit Jaipur Polytechnic & Tech Campus,Tier 2,9,AERO,5400,3.22,10.0,1
9171,12001,OBC,BIOTECH,Rajasthan,3.68,1,104,Summit Jaipur Polytechnic & Tech Campus,Tier 2,10,BIOTECH,4402,3.22,10.0,0
9172,6122,General,IT,Uttar Pradesh,2.34,1,88,Vanguard Noida Institute of Technology,Tier 3,4,IT,17009,2.86,7.53,1
9173,875,ST,AERO,Uttarakhand,4.07,1,35,Horizon Bhubaneswar University of Engineering,Tier 2,9,AERO,14981,4.23,9.31,1
9174,17179,OBC,EEE,Rajasthan,3.18,1,18,College of Engineering Pune,Tier 2,5,EEE,4799,1.45,13.2,0
9175,9973,OBC,ME,Tamil Nadu,2.64,1,111,Metropolitan Ahmedabad Polytechnic & Tech Campus,Tier 2,6,ME,4017,3.41,9.14,0
9176,11789,OBC,CHE,Kerala,3.78,1,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,8,CHE,4982,2.81,8.67,0
9177,816,General,ECE,Uttarakhand,3.43,1,111,Metropolitan Ahmedabad Polytechnic & Tech Campus,Tier 2,3,ECE,2932,3.41,9.14,1
9178,3675,General,AERO,Kerala,2.43,0,6,IIT Roorkee,Tier 1,9,AERO,314,2.25,20.0,0
9179,12054,OBC,IT,Delhi,4.46,0,4,IIT Kharagpur,Tier 1,4,IT,606,2.35,21.5,0
9180,5182,SC,ECE,Gujarat,4.36,1,81,Apex Chandigarh College of Engineering,Tier 3,3,ECE,55299,1.46,6.36,1
9181,1986,General,CHE,Assam,5.89,0,59,Metropolitan Pune College of Engineering,Tier 2,8,CHE,2448,3.67,8.01,1
9182,807,General,CE,Uttarakhand,5.67,0,118,Pioneer Lucknow Institute of Technology,Tier 3,7,CE,10697,2.5,7.48,1
9183,22545,General,EEE,Rajasthan,3.08,0,15,IIIT Allahabad,Tier 1,5,EEE,281,2.1,20.5,0
9184,6635,General,EEE,Tamil Nadu,3.55,0,124,Summit Pune University of Engineering,Tier 3,5,EEE,13362,1.3,8.48,1
9185,7725,SC,BIOTECH,Delhi,3.49,0,9,IIIT Hyderabad,Tier 1,10,BIOTECH,813,3.8,31.0,0
9186,3148,General,BIOTECH,Telangana,3.76,1,101,Zenith Noida Institute of Technology,Tier 3,10,BIOTECH,12609,2.7,5.23,1
9187,20095,OBC,ECE,Assam,4.27,1,108,Global Kochi University of Engineering,Tier 2,3,ECE,5113,3.1,11.5,0
9188,6643,General,CE,Tamil Nadu,1.72,0,32,Horizon Pune College of Engineering,Tier 2,7,CE,2061,3.93,9.18,0
9189,15723,General,CHE,Rajasthan,5.37,1,18,College of Engineering Pune,Tier 2,8,CHE,2618,1.45,13.2,0
9190,10361,General,CE,Odisha,3.7,0,25,Jadavpur University,Tier 2,7,CE,2332,0.25,15.8,0
9191,8340,ST,CSE,Rajasthan,1.27,1,58,Pioneer Kochi Institute of Technology,Tier 2,1,CSE,13980,2.76,8.15,1
9192,6608,General,AI_DS,Rajasthan,1.58,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,2,AI_DS,2826,3.8,10.81,0
9193,1469,EWS,BIOTECH,Karnataka,5.13,1,5,IIT Kanpur,Tier 1,10,BIOTECH,340,2.4,23.0,0
9194,28950,OBC,CSE,Madhya Pradesh,4.64,0,65,Imperial Ahmedabad Institute of Technology,Tier 3,1,CSE,27958,1.64,6.24,0
9195,5119,SC,CHE,Rajasthan,4.07,1,130,National Hyderabad University of Engineering,Tier 3,8,CHE,47322,1.24,5.01,1
9196,11514,OBC,CSE,West Bengal,2.7,0,49,Summit Noida College of Engineering,Tier 2,1,CSE,5152,4.22,7.7,0
9197,1351,General,ME,Gujarat,4.57,0,26,College of Engg Guindy,Tier 2,6,ME,2224,0.35,12.0,1
9198,1612,OBC,ECE,West Bengal,4.45,1,116,Summit Noida University of Engineering,Tier 2,3,ECE,5592,3.43,9.69,1
9199,41858,General,CE,Odisha,2.47,0,102,Summit Pune University of Engineering,Tier 3,7,CE,11666,2.74,5.82,0
9200,43562,SC,ME,Odisha,4.03,1,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,6,ME,7765,2.81,8.67,0
9201,13748,General,IT,Delhi,1.87,0,127,National Ahmedabad Polytechnic & Tech Campus,Tier 3,4,IT,17873,1.48,6.32,1
9202,19868,General,EEE,Telangana,3.23,1,56,Vanguard Chandigarh Institute of Technology,Tier 3,5,EEE,14770,1.44,5.56,0
9203,6406,OBC,CSE,Delhi,3.48,1,122,Apex Pune College of Engineering,Tier 3,1,CSE,28927,3.05,7.66,1
9204,28548,General,CHE,Telangana,2.95,1,95,Zenith Chandigarh College of Engineering,Tier 3,8,CHE,12513,2.22,8.46,0
9205,15037,SC,ME,Uttarakhand,4.39,0,2,IIT Delhi,Tier 1,6,ME,797,2.45,25.0,0
9206,4955,OBC,ME,Delhi,2.61,0,59,Metropolitan Pune College of Engineering,Tier 2,6,ME,4235,3.67,8.01,0
9207,26017,General,BIOTECH,Karnataka,1.44,0,105,Summit Noida Polytechnic & Tech Campus,Tier 2,10,BIOTECH,2457,3.76,10.34,0
9208,606,General,AI_DS,Gujarat,3.01,1,54,Apex Kochi University of Engineering,Tier 3,2,AI_DS,15598,2.93,6.33,1
9209,11914,General,BIOTECH,Uttarakhand,2.67,0,26,College of Engg Guindy,Tier 2,10,BIOTECH,2303,0.35,12.0,0
9210,7129,General,BIOTECH,Delhi,4.57,1,38,Imperial Indore Polytechnic & Tech Campus,Tier 3,10,BIOTECH,11115,1.77,5.55,1
9211,54936,OBC,CHE,Punjab,2.48,1,35,Horizon Bhubaneswar University of Engineering,Tier 2,8,CHE,4612,4.23,9.31,0
9212,11375,EWS,CE,Karnataka,2.34,0,49,Summit Noida College of Engineering,Tier 2,7,CE,3161,4.22,7.7,0
9213,19564,General,ECE,Madhya Pradesh,3.39,0,21,VIT Vellore,Tier 2,3,ECE,3220,2.45,9.8,0
9214,13652,General,ECE,Kerala,3.2,0,24,Thapar Institute of Engg & Tech,Tier 2,3,ECE,2953,4.2,12.0,0
9215,1211,SC,BIOTECH,Telangana,2.47,0,68,Pioneer Chandigarh Polytechnic & Tech Campus,Tier 2,10,BIOTECH,8779,2.92,9.93,1
9216,5172,General,CE,Punjab,1.87,1,70,Apex Chennai Institute of Technology,Tier 2,7,CE,2358,3.45,7.79,0
9217,9205,OBC,CHE,Uttar Pradesh,3.47,0,65,Imperial Ahmedabad Institute of Technology,Tier 3,8,CHE,24431,1.64,6.24,1
9218,7499,General,ECE,Tamil Nadu,5.75,0,39,Apex Chennai Polytechnic & Tech Campus,Tier 2,3,ECE,3198,4.22,8.14,0
9219,24963,General,IT,Telangana,3.7,0,125,Summit Kochi University of Engineering,Tier 3,4,IT,16841,2.87,7.12,0
9220,1880,General,BIOTECH,Punjab,4.75,0,42,Apex Chennai University of Engineering,Tier 3,10,BIOTECH,12845,2.99,4.5,1
9221,2907,SC,CHE,Telangana,3.83,1,1,IIT Bombay,Tier 1,8,CHE,961,2.5,24.5,0
9222,3674,ST,BIOTECH,Delhi,1.81,0,107,Horizon Indore Polytechnic & Tech Campus,Tier 3,10,BIOTECH,62306,3.32,8.02,1
9223,7161,EWS,ECE,Telangana,3.71,0,46,National Bhubaneswar College of Engineering,Tier 2,3,ECE,4682,4.22,8.45,0
9224,1788,General,EEE,Delhi,4.17,0,55,Vanguard Chennai University of Engineering,Tier 3,5,EEE,13920,3.23,5.98,1
9225,19053,General,CE,Karnataka,5.87,1,54,Apex Kochi University of Engineering,Tier 3,7,CE,11357,2.93,6.33,0
9226,1343,EWS,AERO,Telangana,3.33,0,84,Imperial Jaipur University of Engineering,Tier 2,9,AERO,3787,3.18,10.79,1
9227,7076,SC,BIOTECH,Delhi,1.8,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,10,BIOTECH,7680,3.8,10.81,0
9228,23637,OBC,IT,Gujarat,3.95,0,47,Zenith Chandigarh Polytechnic & Tech Campus,Tier 3,4,IT,28933,3.06,4.89,1
9229,10450,SC,CSE,Tamil Nadu,2.17,0,95,Zenith Chandigarh College of Engineering,Tier 3,1,CSE,53749,2.22,8.46,1
9230,972,General,CSE,Tamil Nadu,5.47,0,128,National Bengaluru University of Engineering,Tier 3,1,CSE,15057,3.01,7.82,1
9231,13466,General,ECE,Gujarat,5.84,0,35,Horizon Bhubaneswar University of Engineering,Tier 2,3,ECE,3004,4.23,9.31,0
9232,5019,General,ME,Uttar Pradesh,3.05,1,76,National Lucknow Polytechnic & Tech Campus,Tier 3,6,ME,12444,2.01,7.91,1
9233,18115,SC,EEE,Punjab,5.22,1,5,IIT Kanpur,Tier 1,5,EEE,1001,2.4,23.0,0
9234,14664,SC,BIOTECH,Assam,1.43,0,36,Pioneer Bhubaneswar Institute of Technology,Tier 3,10,BIOTECH,44737,1.76,5.58,1
9235,1781,OBC,CE,Punjab,2.25,0,6,IIT Roorkee,Tier 1,7,CE,397,2.25,20.0,0
9236,7189,General,AERO,West Bengal,5.0,1,15,IIIT Allahabad,Tier 1,9,AERO,302,2.1,20.5,0
9237,18325,OBC,CSE,Odisha,2.37,0,88,Vanguard Noida Institute of Technology,Tier 3,1,CSE,27993,2.86,7.53,1
9238,6028,OBC,CSE,Uttar Pradesh,4.65,1,71,Imperial Lucknow Polytechnic & Tech Campus,Tier 3,1,CSE,29522,2.71,7.5,1
9239,9696,General,BIOTECH,Tamil Nadu,2.24,1,70,Apex Chennai Institute of Technology,Tier 2,10,BIOTECH,2321,3.45,7.79,0
9240,2377,OBC,CHE,Tamil Nadu,3.91,1,135,Pioneer Bhubaneswar University of Engineering,Tier 3,8,CHE,24838,2.29,4.84,1
9241,12401,General,IT,Kerala,3.03,1,34,Summit Bengaluru Institute of Technology,Tier 3,4,IT,17498,1.87,8.04,1
9242,11657,OBC,CHE,Uttarakhand,5.76,1,83,Zenith Pune College of Engineering,Tier 2,8,CHE,4580,3.1,10.72,0
9243,51289,SC,BIOTECH,Madhya Pradesh,5.58,1,121,Global Jaipur University of Engineering,Tier 3,10,BIOTECH,43277,3.1,7.73,0
9244,584,General,AERO,West Bengal,3.42,1,128,National Bengaluru University of Engineering,Tier 3,9,AERO,15221,3.01,7.82,1
9245,10241,OBC,BIOTECH,Uttar Pradesh,2.74,1,39,Apex Chennai Polytechnic & Tech Campus,Tier 2,10,BIOTECH,4285,4.22,8.14,0
9246,36527,General,ECE,Kerala,1.45,1,74,Summit Jaipur College of Engineering,Tier 3,3,ECE,14386,2.84,5.84,0
9247,8973,General,CHE,Uttarakhand,2.56,1,131,Global Indore Institute of Technology,Tier 3,8,CHE,12574,3.37,7.63,0
9248,10459,General,CHE,Uttarakhand,5.32,1,129,Global Chennai College of Engineering,Tier 2,8,CHE,2493,4.47,9.66,0
9249,4257,General,AERO,West Bengal,5.45,1,66,Horizon Lucknow University of Engineering,Tier 3,9,AERO,13789,2.73,5.76,1
9250,80796,General,CE,Maharashtra,5.23,1,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,7,CE,10390,1.52,7.46,0
9251,13419,OBC,CHE,Madhya Pradesh,4.21,0,53,Horizon Chandigarh Institute of Technology,Tier 2,8,CHE,4969,3.67,11.24,0
9252,8186,ST,BIOTECH,Odisha,2.3,1,100,Imperial Bengaluru University of Engineering,Tier 3,10,BIOTECH,64050,1.73,7.94,1
9253,7848,EWS,AI_DS,Uttar Pradesh,2.94,0,89,Metropolitan Bengaluru University of Engineering,Tier 3,2,AI_DS,21876,1.76,5.98,1
9254,1369,General,CE,Kerala,1.84,0,125,Summit Kochi University of Engineering,Tier 3,7,CE,10993,2.87,7.12,1
9255,1122,OBC,BIOTECH,Telangana,2.75,0,22,SRM Institute of Science and Technology,Tier 2,10,BIOTECH,4063,2.6,8.5,1
